Date,State,Population,Confirmed,Deaths
5/18/20,Michigan,9986857,55855,5148
5/18/20,Minnesota,5639632,16372,740
5/18/20,Mississippi,2976149,11432,527
5/18/20,Missouri,6626371,11342,719
5/18/20,Montana,1068778,470,16
5/18/20,Nebraska,1934408,10625,123
5/18/20,Nevada,3080156,7061,358
5/18/20,New Hampshire,1359711,3652,172
5/18/20,New Jersey,8882190,148401,12200
5/18/20,New Mexico,2096829,6096,270
5/18/20,New York,19453561,354500,29454
5/18/20,North Carolina,10488084,19684,693
5/18/20,North Dakota,762062,1931,44
5/18/20,Northern Mariana Islands,0,21,2
5/18/20,Ohio,11689100,28454,1758
5/18/20,Oklahoma,3956971,5398,288
5/18/20,Oregon,4217737,3687,138
5/18/20,Pennsylvania,12801989,66749,4538
5/18/20,Puerto Rico,3754939,1187,124
5/18/20,Rhode Island,1059361,12795,672
5/18/20,South Carolina,5148714,8942,391
5/18/20,South Dakota,884659,4027,44
5/18/20,Tennessee,6829174,18011,301
5/18/20,Texas,28995881,49400,1498
5/18/20,Utah,3205958,7384,80
5/18/20,Vermont,623989,940,54
5/18/20,Virgin Islands,0,69,6
5/18/20,Virginia,8535519,31140,1015
5/18/20,Washington,7614893,18611,1041
5/18/20,West Virginia,1792147,1502,68
5/18/20,Wisconsin,5822434,12687,503
5/18/20,Wyoming,578759,766,10
5/19/20,Alabama,4903185,12825,504
5/19/20,Alaska,740995,411,10
5/19/20,American Samoa,0,0,0
5/19/20,Arizona,7278717,14576,705
5/19/20,Arkansas,3017804,4923,102
5/19/20,California,39512223,84635,3405
5/19/20,Colorado,5758736,22482,1257
5/19/20,Connecticut,3565287,38430,3472
5/19/20,Delaware,973764,8037,416
5/19/20,Diamond Princess,0,49,0
5/19/20,District of Columbia,705749,7434,400
5/19/20,Florida,21477737,46944,2052
5/19/20,Georgia,10617423,38855,1675
5/19/20,Grand Princess,0,103,3
5/19/20,Guam,0,154,5
5/19/20,Hawaii,1415872,641,17
5/19/20,Idaho,1787065,2455,74
5/19/20,Illinois,12671821,98030,4379
5/19/20,Indiana,6732219,28705,1846
5/19/20,Iowa,3155070,15296,367
5/19/20,Kansas,2913314,8353,199
5/19/20,Kentucky,4467673,8069,366
5/19/20,Louisiana,4648794,35038,2581
5/19/20,Maine,1344212,1741,73
5/19/20,Maryland,6045680,41546,2081
5/19/20,Massachusetts,6892503,90202,5938
5/19/20,Michigan,9986857,56465,5250
5/19/20,Minnesota,5639632,17029,757
5/19/20,Mississippi,2976149,11704,554
5/19/20,Missouri,6626371,11473,734
5/19/20,Montana,1068778,471,16
5/19/20,Nebraska,1934408,10854,123
5/19/20,Nevada,3080156,7096,358
5/19/20,New Hampshire,1359711,3721,172
5/19/20,New Jersey,8882190,149533,12349
5/19/20,New Mexico,2096829,6192,276
5/19/20,New York,19453561,355886,29652
5/19/20,North Carolina,10488084,20189,693
5/19/20,North Dakota,762062,1994,45
5/19/20,Northern Mariana Islands,0,21,2
5/19/20,Ohio,11689100,28952,1791
5/19/20,Oklahoma,3956971,5489,293
5/19/20,Oregon,4217737,3726,140
5/19/20,Pennsylvania,12801989,67363,4654
5/19/20,Puerto Rico,3754939,1199,124
5/19/20,Rhode Island,1059361,12951,683
5/19/20,South Carolina,5148714,9056,399
5/19/20,South Dakota,884659,4085,46
5/19/20,Tennessee,6829174,18412,305
5/19/20,Texas,28995881,50740,1536
5/19/20,Utah,3205958,7518,88
5/19/20,Vermont,623989,944,54
5/19/20,Virgin Islands,0,69,6
5/19/20,Virginia,8535519,32145,1042
5/19/20,Washington,7614893,18811,1048
5/19/20,West Virginia,1792147,1502,68
5/19/20,Wisconsin,5822434,12885,511
5/19/20,Wyoming,578759,776,10
5/20/20,Alabama,4903185,13186,522
5/20/20,Alaska,740995,416,10
5/20/20,American Samoa,0,0,0
5/20/20,Arizona,7278717,14906,747
5/20/20,Arkansas,3017804,5003,107
5/20/20,California,39512223,86839,3498
5/20/20,Colorado,5758736,22797,1299
5/20/20,Connecticut,3565287,39017,3529
5/20/20,Delaware,973764,8194,425
5/20/20,Diamond Princess,0,49,0
5/20/20,District of Columbia,705749,7551,407
5/20/20,Florida,21477737,47471,2096
5/20/20,Georgia,10617423,39801,1697
5/20/20,Grand Princess,0,103,3
5/20/20,Guam,0,165,5
5/20/20,Hawaii,1415872,643,17
5/20/20,Idaho,1787065,2506,77
5/20/20,Illinois,12671821,100418,4525
5/20/20,Indiana,6732219,29274,1878
5/20/20,Iowa,3155070,15620,393
5/20/20,Kansas,2913314,8507,202
5/20/20,Kentucky,4467673,8167,376
5/20/20,Louisiana,4648794,35316,2608
5/20/20,Maine,1344212,1819,73
5/20/20,Maryland,6045680,42323,2123
5/20/20,Massachusetts,6892503,91231,6066
5/20/20,Michigan,9986857,57322,5296
5/20/20,Minnesota,5639632,17670,786
5/20/20,Mississippi,2976149,11967,570
5/20/20,Missouri,6626371,11662,745
5/20/20,Montana,1068778,478,16
5/20/20,Nebraska,1934408,11122,138
5/20/20,Nevada,3080156,7388,377
5/20/20,New Hampshire,1359711,3868,190
5/20/20,New Jersey,8882190,150976,12520
5/20/20,New Mexico,2096829,6317,283
5/20/20,New York,19453561,357052,29717
5/20/20,North Carolina,10488084,21014,726
5/20/20,North Dakota,762062,2095,49
5/20/20,Northern Mariana Islands,0,22,2
5/20/20,Ohio,11689100,29436,1820
5/20/20,Oklahoma,3956971,5532,299
5/20/20,Oregon,4217737,3801,144
5/20/20,Pennsylvania,12801989,68206,4795
5/20/20,Puerto Rico,3754939,1198,125
5/20/20,Rhode Island,1059361,13356,705
5/20/20,South Carolina,5148714,9175,407
5/20/20,South Dakota,884659,4177,46
5/20/20,Tennessee,6829174,18412,305
5/20/20,Texas,28995881,51985,1580
5/20/20,Utah,3205958,7710,90
5/20/20,Vermont,623989,944,54
5/20/20,Virgin Islands,0,69,6
5/20/20,Virginia,8535519,32908,1075
5/20/20,Washington,7614893,18971,1052
5/20/20,West Virginia,1792147,1567,69
5/20/20,Wisconsin,5822434,13413,523
5/20/20,Wyoming,578759,787,11
5/21/20,Alabama,4903185,13590,529
5/21/20,Alaska,740995,416,10
5/21/20,American Samoa,0,0,0
5/21/20,Arizona,7278717,15348,764
5/21/20,Arkansas,3017804,5458,110
5/21/20,California,39512223,88951,3579
5/21/20,Colorado,5758736,23191,1310
5/21/20,Connecticut,3565287,39208,3583
5/21/20,Delaware,973764,8386,430
5/21/20,Diamond Princess,0,49,0
5/21/20,District of Columbia,705749,7788,412
5/21/20,Florida,21477737,48675,2144
5/21/20,Georgia,10617423,40663,1775
5/21/20,Grand Princess,0,103,3
5/21/20,Guam,0,165,5
5/21/20,Hawaii,1415872,647,17
5/21/20,Idaho,1787065,2506,77
5/21/20,Illinois,12671821,102688,4607
5/21/20,Indiana,6732219,29936,1917
5/21/20,Iowa,3155070,16170,410
5/21/20,Kansas,2913314,8625,204
5/21/20,Kentucky,4467673,8286,386
5/21/20,Louisiana,4648794,36504,2629
5/21/20,Maine,1344212,1877,73
5/21/20,Maryland,6045680,43531,2159
5/21/20,Massachusetts,6892503,92209,6148
5/21/20,Michigan,9986857,57988,5366
5/21/20,Minnesota,5639632,18200,818
5/21/20,Mississippi,2976149,12222,580
5/21/20,Missouri,6626371,11814,754
5/21/20,Montana,1068778,479,16
5/21/20,Nebraska,1934408,11427,138
5/21/20,Nevada,3080156,7400,383
5/21/20,New Hampshire,1359711,3935,199
5/21/20,New Jersey,8882190,151802,12623
5/21/20,New Mexico,2096829,6472,294
5/21/20,New York,19453561,358918,29790
5/21/20,North Carolina,10488084,21802,734
5/21/20,North Dakota,762062,2229,51
5/21/20,Northern Mariana Islands,0,22,2
5/21/20,Ohio,11689100,30167,1857
5/21/20,Oklahoma,3956971,5680,304
5/21/20,Oregon,4217737,3817,145
5/21/20,Pennsylvania,12801989,69335,4896
5/21/20,Puerto Rico,3754939,1205,126
5/21/20,Rhode Island,1059361,13571,725
5/21/20,South Carolina,5148714,9381,416
5/21/20,South Dakota,884659,4177,48
5/21/20,Tennessee,6829174,18961,313
5/21/20,Texas,28995881,53279,1602
5/21/20,Utah,3205958,7874,92
5/21/20,Vermont,623989,950,54
5/21/20,Virgin Islands,0,69,6
5/21/20,Virginia,8535519,34137,1100
5/21/20,Washington,7614893,19117,1061
5/21/20,West Virginia,1792147,1593,70
5/21/20,Wisconsin,5822434,13885,533
5/21/20,Wyoming,578759,801,12
5/22/20,Alabama,4903185,13954,541
5/22/20,Alaska,740995,419,10
5/22/20,American Samoa,0,0,0
5/22/20,Arizona,7278717,15624,775
5/22/20,Arkansas,3017804,5612,113
5/22/20,California,39512223,91239,3661
5/22/20,Colorado,5758736,23487,1324
5/22/20,Connecticut,3565287,39640,3637
5/22/20,Delaware,973764,8529,435
5/22/20,Diamond Princess,0,49,0
5/22/20,District of Columbia,705749,7893,418
5/22/20,Florida,21477737,49451,2190
5/22/20,Georgia,10617423,41482,1808
5/22/20,Grand Princess,0,103,3
5/22/20,Guam,0,165,5
5/22/20,Hawaii,1415872,642,17
5/22/20,Idaho,1787065,2595,79
5/22/20,Illinois,12671821,105444,4715
5/22/20,Indiana,6732219,30409,1935
5/22/20,Iowa,3155070,16492,424
5/22/20,Kansas,2913314,8909,205
5/22/20,Kentucky,4467673,8426,391
5/22/20,Louisiana,4648794,36925,2668
5/22/20,Maine,1344212,1948,75
5/22/20,Maryland,6045680,44424,2207
5/22/20,Massachusetts,6892503,93092,6228
5/22/20,Michigan,9986857,58543,5395
5/22/20,Minnesota,5639632,19005,851
5/22/20,Mississippi,2976149,12625,595
5/22/20,Missouri,6626371,12028,763
5/22/20,Montana,1068778,479,16
5/22/20,Nebraska,1934408,11662,147
5/22/20,Nevada,3080156,7525,386
5/22/20,New Hampshire,1359711,4014,204
5/22/20,New Jersey,8882190,152818,12769
5/22/20,New Mexico,2096829,6625,302
5/22/20,New York,19453561,360818,29864
5/22/20,North Carolina,10488084,22750,775
5/22/20,North Dakota,762062,2317,52
5/22/20,Northern Mariana Islands,0,22,2
5/22/20,Ohio,11689100,30794,1889
5/22/20,Oklahoma,3956971,5849,307
5/22/20,Oregon,4217737,3864,147
5/22/20,Pennsylvania,12801989,70286,5040
5/22/20,Puerto Rico,3754939,1213,126
5/22/20,Rhode Island,1059361,13736,736
5/22/20,South Carolina,5148714,9638,419
5/22/20,South Dakota,884659,4356,50
5/22/20,Tennessee,6829174,19394,315
5/22/20,Texas,28995881,53817,1616
5/22/20,Utah,3205958,8057,93
5/22/20,Vermont,623989,952,54
5/22/20,Virgin Islands,0,69,6
5/22/20,Virginia,8535519,34950,1136
5/22/20,Washington,7614893,19265,1066
5/22/20,West Virginia,1792147,1705,72
5/22/20,Wisconsin,5822434,14396,543
5/22/20,Wyoming,578759,803,12
5/23/20,Alabama,4903185,14328,549
5/23/20,Alaska,740995,423,10
5/23/20,American Samoa,0,0,0
5/23/20,Arizona,7278717,16053,801
5/23/20,Arkansas,3017804,5775,115
5/23/20,California,39512223,93404,3733
5/23/20,Colorado,5758736,23964,1327
5/23/20,Connecticut,3565287,40022,3675
5/23/20,Delaware,973764,8529,441
5/23/20,Diamond Princess,0,49,0
5/23/20,District of Columbia,705749,7966,427
5/23/20,Florida,21477737,50127,2233
5/23/20,Georgia,10617423,42242,1822
5/23/20,Grand Princess,0,103,3
5/23/20,Guam,0,166,5
5/23/20,Hawaii,1415872,643,17
5/23/20,Idaho,1787065,2595,79
5/23/20,Illinois,12671821,107796,4790
5/23/20,Indiana,6732219,30901,1960
5/23/20,Iowa,3155070,16898,446
5/23/20,Kansas,2913314,8946,205
5/23/20,Kentucky,4467673,8571,391
5/23/20,Louisiana,4648794,36925,2668
5/23/20,Maine,1344212,2013,77
5/23/20,Maryland,6045680,45495,2243
5/23/20,Massachusetts,6892503,93492,6304
5/23/20,Michigan,9986857,59046,5460
5/23/20,Minnesota,5639632,19845,861
5/23/20,Mississippi,2976149,13005,616
5/23/20,Missouri,6626371,12173,770
5/23/20,Montana,1068778,479,16
5/23/20,Nebraska,1934408,11963,147
5/23/20,Nevada,3080156,7526,387
5/23/20,New Hampshire,1359711,4089,208
5/23/20,New Jersey,8882190,153383,12869
5/23/20,New Mexico,2096829,6625,308
5/23/20,New York,19453561,362889,30032
5/23/20,North Carolina,10488084,23323,778
5/23/20,North Dakota,762062,2365,52
5/23/20,Northern Mariana Islands,0,22,2
5/23/20,Ohio,11689100,31408,1932
5/23/20,Oklahoma,3956971,5960,311
5/23/20,Oregon,4217737,3888,147
5/23/20,Pennsylvania,12801989,71072,5140
5/23/20,Puerto Rico,3754939,1221,127
5/23/20,Rhode Island,1059361,13952,749
5/23/20,South Carolina,5148714,9895,425
5/23/20,South Dakota,884659,4464,50
5/23/20,Tennessee,6829174,19785,329
5/23/20,Texas,28995881,54932,1629
5/23/20,Utah,3205958,8260,97
5/23/20,Vermont,623989,954,54
5/23/20,Virgin Islands,0,69,6
5/23/20,Virginia,8535519,35749,1159
5/23/20,Washington,7614893,19265,1075
5/23/20,West Virginia,1792147,1705,72
5/23/20,Wisconsin,5822434,14877,556
5/23/20,Wyoming,578759,813,12
5/24/20,Alabama,4903185,14676,551
5/24/20,Alaska,740995,423,10
5/24/20,American Samoa,0,0,0
5/24/20,Arizona,7278717,16377,801
5/24/20,Arkansas,3017804,5922,116
5/24/20,California,39512223,94818,3751
5/24/20,Colorado,5758736,24174,1332
5/24/20,Connecticut,3565287,40468,3693
5/24/20,Delaware,973764,8809,449
5/24/20,Diamond Princess,0,49,0
5/24/20,District of Columbia,705749,8110,432
5/24/20,Florida,21477737,50867,2237
5/24/20,Georgia,10617423,42902,1827
5/24/20,Grand Princess,0,103,3
5/24/20,Guam,0,166,5
5/24/20,Hawaii,1415872,643,17
5/24/20,Idaho,1787065,2626,79
5/24/20,Illinois,12671821,110304,4856
5/24/20,Indiana,6732219,31376,1975
5/24/20,Iowa,3155070,17251,456
5/24/20,Kansas,2913314,9004,205
5/24/20,Kentucky,4467673,8571,391
5/24/20,Louisiana,4648794,37169,2691
5/24/20,Maine,1344212,2055,78
5/24/20,Maryland,6045680,46313,2277
5/24/20,Massachusetts,6892503,93808,6372
5/24/20,Michigan,9986857,59395,5466
5/24/20,Minnesota,5639632,20573,878
5/24/20,Mississippi,2976149,13260,625
5/24/20,Missouri,6626371,12400,773
5/24/20,Montana,1068778,479,16
5/24/20,Nebraska,1934408,12134,147
5/24/20,Nevada,3080156,7881,380
5/24/20,New Hampshire,1359711,4149,209
5/24/20,New Jersey,8882190,154402,12927
5/24/20,New Mexico,2096829,6943,317
5/24/20,New York,19453561,364697,30125
5/24/20,North Carolina,10488084,23876,784
5/24/20,North Dakota,762062,2418,53
5/24/20,Northern Mariana Islands,0,22,2
5/24/20,Ohio,11689100,31911,1959
5/24/20,Oklahoma,3956971,6037,311
5/24/20,Oregon,4217737,3927,148
5/24/20,Pennsylvania,12801989,71636,5165
5/24/20,Puerto Rico,3754939,1221,127
5/24/20,Rhode Island,1059361,14065,757
5/24/20,South Carolina,5148714,10096,435
5/24/20,South Dakota,884659,4563,50
5/24/20,Tennessee,6829174,20111,336
5/24/20,Texas,28995881,55961,1683
5/24/20,Utah,3205958,8392,97
5/24/20,Vermont,623989,956,54
5/24/20,Virgin Islands,0,69,6
5/24/20,Virginia,8535519,36244,1171
5/24/20,Washington,7614893,19828,1084
5/24/20,West Virginia,1792147,1759,72
5/24/20,Wisconsin,5822434,15277,564
5/24/20,Wyoming,578759,838,12
5/25/20,Alabama,4903185,15309,566
5/25/20,Alaska,740995,426,10
5/25/20,American Samoa,0,0,0
5/25/20,Arizona,7278717,16575,807
5/25/20,Arkansas,3017804,6029,117
5/25/20,California,39512223,97152,3766
5/25/20,Colorado,5758736,24269,1333
5/25/20,Connecticut,3565287,40873,3742
5/25/20,Delaware,973764,8965,455
5/25/20,Diamond Princess,0,49,0
5/25/20,District of Columbia,705749,8225,440
5/25/20,Florida,21477737,51746,2252
5/25/20,Georgia,10617423,43400,1848
5/25/20,Grand Princess,0,103,3
5/25/20,Guam,0,167,5
5/25/20,Hawaii,1415872,643,17
5/25/20,Idaho,1787065,2626,79
5/25/20,Illinois,12671821,112017,4885
5/25/20,Indiana,6732219,31715,1997
5/25/20,Iowa,3155070,17557,456
5/25/20,Kansas,2913314,9125,207
5/25/20,Kentucky,4467673,8571,391
5/25/20,Louisiana,4648794,37809,2691
5/25/20,Maine,1344212,2074,78
5/25/20,Maryland,6045680,47152,2302
5/25/20,Massachusetts,6892503,94023,6416
5/25/20,Michigan,9986857,59621,5479
5/25/20,Minnesota,5639632,21315,890
5/25/20,Mississippi,2976149,13458,635
5/25/20,Missouri,6626371,12529,778
5/25/20,Montana,1068778,479,16
5/25/20,Nebraska,1934408,12362,147
5/25/20,Nevada,3080156,7956,394
5/25/20,New Hampshire,1359711,4197,210
5/25/20,New Jersey,8882190,155343,12941
5/25/20,New Mexico,2096829,7026,320
5/25/20,New York,19453561,366388,30249
5/25/20,North Carolina,10488084,24337,790
5/25/20,North Dakota,762062,2457,54
5/25/20,Northern Mariana Islands,0,22,2
5/25/20,Ohio,11689100,32477,1986
5/25/20,Oklahoma,3956971,6090,313
5/25/20,Oregon,4217737,3949,148
5/25/20,Pennsylvania,12801989,71987,5180
5/25/20,Puerto Rico,3754939,1231,129
5/25/20,Rhode Island,1059361,14065,767
5/25/20,South Carolina,5148714,10178,440
5/25/20,South Dakota,884659,4586,50
5/25/20,Tennessee,6829174,20535,338
5/25/20,Texas,28995881,56434,1699
5/25/20,Utah,3205958,8521,98
5/25/20,Vermont,623989,962,54
5/25/20,Virgin Islands,0,69,6
5/25/20,Virginia,8535519,37727,1208
5/25/20,Washington,7614893,20065,1088
5/25/20,West Virginia,1792147,1774,72
5/25/20,Wisconsin,5822434,15584,578
5/25/20,Wyoming,578759,843,12
5/26/20,Alabama,4903185,15899,580
5/26/20,Alaska,740995,430,10
5/26/20,American Samoa,0,0,0
5/26/20,Arizona,7278717,16864,810
5/26/20,Arkansas,3017804,6180,119
5/26/20,California,39512223,100312,3816
5/26/20,Colorado,5758736,24565,1352
5/26/20,Connecticut,3565287,41303,3769
5/26/20,Delaware,973764,9066,465
5/26/20,Diamond Princess,0,49,0
5/26/20,District of Columbia,705749,8334,440
5/26/20,Florida,21477737,52255,2259
5/26/20,Georgia,10617423,43983,1896
5/26/20,Grand Princess,0,103,3
5/26/20,Guam,0,170,5
5/26/20,Hawaii,1415872,643,17
5/26/20,Idaho,1787065,2626,79
5/26/20,Illinois,12671821,113195,4923
5/26/20,Indiana,6732219,32078,2017
5/26/20,Iowa,3155070,17703,477
5/26/20,Kansas,2913314,9199,210
5/26/20,Kentucky,4467673,8951,394
5/26/20,Louisiana,4648794,38054,2702
5/26/20,Maine,1344212,2109,79
5/26/20,Maryland,6045680,47687,2333
5/26/20,Massachusetts,6892503,94907,6473
5/26/20,Michigan,9986857,59974,5506
5/26/20,Minnesota,5639632,21960,908
5/26/20,Mississippi,2976149,13731,652
5/26/20,Missouri,6626371,12707,787
5/26/20,Montana,1068778,479,17
5/26/20,Nebraska,1934408,12619,147
5/26/20,Nevada,3080156,8057,394
5/26/20,New Hampshire,1359711,4231,214
5/26/20,New Jersey,8882190,156030,12994
5/26/20,New Mexico,2096829,7130,325
5/26/20,New York,19453561,367349,30276
5/26/20,North Carolina,10488084,24952,801
5/26/20,North Dakota,762062,2422,54
5/26/20,Northern Mariana Islands,0,22,2
5/26/20,Ohio,11689100,33006,2006
5/26/20,Oklahoma,3956971,6138,318
5/26/20,Oregon,4217737,3967,148
5/26/20,Pennsylvania,12801989,72853,5198
5/26/20,Puerto Rico,3754939,1232,129
5/26/20,Rhode Island,1059361,14210,782
5/26/20,South Carolina,5148714,10416,446
5/26/20,South Dakota,884659,4653,50
5/26/20,Tennessee,6829174,20895,343
5/26/20,Texas,28995881,57468,1717
5/26/20,Utah,3205958,8620,101
5/26/20,Vermont,623989,967,54
5/26/20,Virgin Islands,0,69,6
5/26/20,Virginia,8535519,39342,1236
5/26/20,Washington,7614893,20181,1094
5/26/20,West Virginia,1792147,1774,72
5/26/20,Wisconsin,5822434,15863,594
5/26/20,Wyoming,578759,850,13
5/27/20,Alabama,4903185,16263,583
5/27/20,Alaska,740995,431,10
5/27/20,American Samoa,0,0,0
5/27/20,Arizona,7278717,17318,834
5/27/20,Arkansas,3017804,6277,120
5/27/20,California,39512223,102035,3894
5/27/20,Colorado,5758736,24767,1392
5/27/20,Connecticut,3565287,41288,3803
5/27/20,Delaware,973764,9096,475
5/27/20,Diamond Princess,0,49,0
5/27/20,District of Columbia,705749,8406,445
5/27/20,Florida,21477737,52634,2319
5/27/20,Georgia,10617423,44638,1933
5/27/20,Grand Princess,0,103,3
5/27/20,Guam,0,171,5
5/27/20,Hawaii,1415872,644,17
5/27/20,Idaho,1787065,2699,81
5/27/20,Illinois,12671821,114306,5083
5/27/20,Indiana,6732219,32437,2032
5/27/20,Iowa,3155070,18369,496
5/27/20,Kansas,2913314,9291,213
5/27/20,Kentucky,4467673,9077,400
5/27/20,Louisiana,4648794,38497,2723
5/27/20,Maine,1344212,2137,81
5/27/20,Maryland,6045680,48423,2392
5/27/20,Massachusetts,6892503,95617,6547
5/27/20,Michigan,9986857,60592,5574
5/27/20,Minnesota,5639632,22464,942
5/27/20,Mississippi,2976149,14044,670
5/27/20,Missouri,6626371,12869,783
5/27/20,Montana,1068778,481,17
5/27/20,Nebraska,1934408,12984,153
5/27/20,Nevada,3080156,8150,402
5/27/20,New Hampshire,1359711,4286,223
5/27/20,New Jersey,8882190,156909,13143
5/27/20,New Mexico,2096829,7252,329
5/27/20,New York,19453561,368282,30462
5/27/20,North Carolina,10488084,25613,844
5/27/20,North Dakota,762062,2439,56
5/27/20,Northern Mariana Islands,0,22,2
5/27/20,Ohio,11689100,33439,2032
5/27/20,Oklahoma,3956971,6229,322
5/27/20,Oregon,4217737,4038,148
5/27/20,Pennsylvania,12801989,73634,5294
5/27/20,Puerto Rico,3754939,1250,129
5/27/20,Rhode Island,1059361,14353,792
5/27/20,South Carolina,5148714,10623,466
5/27/20,South Dakota,884659,4710,54
5/27/20,Tennessee,6829174,21285,353
5/27/20,Texas,28995881,58838,1756
5/27/20,Utah,3205958,8706,105
5/27/20,Vermont,623989,971,54
5/27/20,Virgin Islands,0,69,6
5/27/20,Virginia,8535519,40249,1281
5/27/20,Washington,7614893,20406,1105
5/27/20,West Virginia,1792147,1899,74
5/27/20,Wisconsin,5822434,16462,605
5/27/20,Wyoming,578759,860,14
5/28/20,Alabama,4903185,16749,591
5/28/20,Alaska,740995,444,10
5/28/20,American Samoa,0,0,0
5/28/20,Arizona,7278717,17877,860
5/28/20,Arkansas,3017804,6538,125
5/28/20,California,39512223,104893,3986
5/28/20,Colorado,5758736,25121,1421
5/28/20,Connecticut,3565287,41559,3826
5/28/20,Delaware,973764,9171,483
5/28/20,Diamond Princess,0,49,0
5/28/20,District of Columbia,705749,8492,453
5/28/20,Florida,21477737,53285,2364
5/28/20,Georgia,10617423,45266,1973
5/28/20,Grand Princess,0,103,3
5/28/20,Guam,0,172,5
5/28/20,Hawaii,1415872,647,17
5/28/20,Idaho,1787065,2770,82
5/28/20,Illinois,12671821,115833,5186
5/28/20,Indiana,6732219,33068,2051
5/28/20,Iowa,3155070,18586,506
5/28/20,Kansas,2913314,9371,214
5/28/20,Kentucky,4467673,9185,409
5/28/20,Louisiana,4648794,38802,2741
5/28/20,Maine,1344212,2189,84
5/28/20,Maryland,6045680,49709,2428
5/28/20,Massachusetts,6892503,96268,6640
5/28/20,Michigan,9986857,61116,5612
5/28/20,Minnesota,5639632,22947,977
5/28/20,Mississippi,2976149,14372,693
5/28/20,Missouri,6626371,13077,796
5/28/20,Montana,1068778,485,17
5/28/20,Nebraska,1934408,13249,163
5/28/20,Nevada,3080156,8248,406
5/28/20,New Hampshire,1359711,4389,232
5/28/20,New Jersey,8882190,157485,13218
5/28/20,New Mexico,2096829,7364,335
5/28/20,New York,19453561,369438,30482
5/28/20,North Carolina,10488084,26749,876
5/28/20,North Dakota,762062,2481,57
5/28/20,Northern Mariana Islands,0,22,2
5/28/20,Ohio,11689100,33915,2052
5/28/20,Oklahoma,3956971,6273,325
5/28/20,Oregon,4217737,4086,151
5/28/20,Pennsylvania,12801989,74295,5394
5/28/20,Puerto Rico,3754939,1270,131
5/28/20,Rhode Island,1059361,14494,800
5/28/20,South Carolina,5148714,10788,470
5/28/20,South Dakota,884659,4793,54
5/28/20,Tennessee,6829174,21679,356
5/28/20,Texas,28995881,60625,1782
5/28/20,Utah,3205958,8921,106
5/28/20,Vermont,623989,974,55
5/28/20,Virgin Islands,0,69,6
5/28/20,Virginia,8535519,41401,1338
5/28/20,Washington,7614893,20764,1109
5/28/20,West Virginia,1792147,1935,74
5/28/20,Wisconsin,5822434,16974,621
5/28/20,Wyoming,578759,876,15
5/29/20,Alabama,4903185,17262,610
5/29/20,Alaska,740995,450,10
5/29/20,American Samoa,0,0,0
5/29/20,Arizona,7278717,18472,886
5/29/20,Arkansas,3017804,6777,132
5/29/20,California,39512223,107723,4071
5/29/20,Colorado,5758736,25612,1436
5/29/20,Connecticut,3565287,41762,3868
5/29/20,Delaware,973764,9236,490
5/29/20,Diamond Princess,0,49,0
5/29/20,District of Columbia,705749,8538,460
5/29/20,Florida,21477737,54497,2413
5/29/20,Georgia,10617423,45881,1987
5/29/20,Grand Princess,0,103,3
5/29/20,Guam,0,172,5
5/29/20,Hawaii,1415872,649,17
5/29/20,Idaho,1787065,2770,82
5/29/20,Illinois,12671821,117455,5270
5/29/20,Indiana,6732219,33558,2073
5/29/20,Iowa,3155070,18957,524
5/29/20,Kansas,2913314,9662,215
5/29/20,Kentucky,4467673,9464,418
5/29/20,Louisiana,4648794,38802,2767
5/29/20,Maine,1344212,2226,85
5/29/20,Maryland,6045680,50988,2466
5/29/20,Massachusetts,6892503,96805,6718
5/29/20,Michigan,9986857,61833,5646
5/29/20,Minnesota,5639632,23531,1006
5/29/20,Mississippi,2976149,14793,710
5/29/20,Missouri,6626371,13236,802
5/29/20,Montana,1068778,493,17
5/29/20,Nebraska,1934408,13648,164
5/29/20,Nevada,3080156,8376,406
5/29/20,New Hampshire,1359711,4492,238
5/29/20,New Jersey,8882190,159152,13345
5/29/20,New Mexico,2096829,7493,344
5/29/20,New York,19453561,371101,30578
5/29/20,North Carolina,10488084,27826,919
5/29/20,North Dakota,762062,2520,59
5/29/20,Northern Mariana Islands,0,22,2
5/29/20,Ohio,11689100,34566,2079
5/29/20,Oklahoma,3956971,6338,329
5/29/20,Oregon,4217737,4131,151
5/29/20,Pennsylvania,12801989,75064,5481
5/29/20,Puerto Rico,3754939,1283,132
5/29/20,Rhode Island,1059361,14635,812
5/29/20,South Carolina,5148714,11131,483
5/29/20,South Dakota,884659,4866,59
5/29/20,Tennessee,6829174,22063,361
5/29/20,Texas,28995881,61254,1801
5/29/20,Utah,3205958,9264,107
5/29/20,Vermont,623989,975,55
5/29/20,Virgin Islands,0,69,6
5/29/20,Virginia,8535519,42533,1358
5/29/20,Washington,7614893,21071,1115
5/29/20,West Virginia,1792147,1951,74
5/29/20,Wisconsin,5822434,17707,634
5/29/20,Wyoming,578759,891,15
5/30/20,Alabama,4903185,17689,618
5/30/20,Alaska,740995,455,10
5/30/20,American Samoa,0,0,0
5/30/20,Arizona,7278717,19258,904
5/30/20,Arkansas,3017804,7013,133
5/30/20,California,39512223,110937,4137
5/30/20,Colorado,5758736,26098,1443
5/30/20,Connecticut,3565287,42022,3912
5/30/20,Delaware,973764,9422,494
5/30/20,Diamond Princess,0,49,0
5/30/20,District of Columbia,705749,8717,462
5/30/20,Florida,21477737,55424,2447
5/30/20,Georgia,10617423,46331,2004
